date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.12196030312223449,0.12066925988256623,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-02,0.1028411592876383,0.10313532589176978,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-03,0.0738840755300174,0.0736842450160224,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-04,0.07986967227375033,0.07904287127082697,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-05,0.19184457933023835,0.1953596108763801,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-06,0.28254767150256377,0.2898809166077927,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-07,0.2156975684561853,0.2215469645982302,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-08,0.15752275596014984,0.1618554157693888,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-09,0.09774364677074414,0.09930011585402632,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-10,0.058788269560928,0.059479434949445485,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-11,0.040125294362879246,0.03990904953358216,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-12,0.04297192174815407,0.04238390292169153,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-13,0.08867831274068419,0.08791322588437894,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-14,0.2186235384294354,0.219282260854902,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-15,0.12771250086890343,0.12991520135019072,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-16,0.10934744763003436,0.11168542519638502,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-17,0.10679567636367789,0.10703686814991496,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-18,0.1260446719021111,0.12743599496641117,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-19,0.16629543134358551,0.16865695465490319,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-20,0.1265203126385014,0.12877048113545295,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-21,0.20190259147015932,0.2025317192786619,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-22,0.2326402962294546,0.2349644483101443,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-23,0.21368887137337939,0.22011717776021414,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-24,0.14454427430259953,0.14909932112649923,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-25,0.04245969383506635,0.043584153687808325,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-26,0.03645158969296114,0.03662848048631564,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-27,0.026096414436530078,0.0255409134620026,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-28,0.024679626565463467,0.023928618784739373,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-29,0.08467801233418445,0.0843710280266677,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-30,0.23077441399911242,0.2339270512492888,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-01-31,0.1983998898137966,0.20036662898924315,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-01,0.07819156700259496,0.07857087119229238,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-02,0.14734927070925763,0.14734250736448484,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-03,0.17500806011295283,0.17831204889088734,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-04,0.03736100122982993,0.03777872679756822,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-05,0.017384904072524923,0.017065983916054666,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-06,0.018968248433057847,0.018444328602050104,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-07,0.03225231210679487,0.03167317167353835,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-08,0.04735948154735439,0.04666336453756439,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-09,0.051366809993968726,0.05012882185656809,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-10,0.10137484862705233,0.09951245521549502,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-11,0.09794774000273795,0.09734792089657153,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-12,0.043455474347192935,0.04265481770259972,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-13,0.03767148373391339,0.0363668144817666,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-14,0.08534943547567375,0.0834460172204931,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-15,0.08430464739603308,0.08402471756135828,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-16,0.055410967169216445,0.05580301376740463,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-17,0.09775419673820404,0.09828467398084922,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-18,0.10270960947866092,0.10374547509808048,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-19,0.061780096174596955,0.06232138925204267,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-20,0.03514261301684504,0.03458649591176565,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-21,0.027262766706273065,0.026575541425701194,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-22,0.02388619293952476,0.023173397522565076,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-23,0.08270063349402548,0.0814083485796643,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-24,0.12878742484663372,0.1287741593575624,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-25,0.14955889172396658,0.15113147117637551,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-26,0.2248415696029146,0.22540891724348175,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-27,0.3257391213917404,0.33094808056230923,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-28,0.17193038188830126,0.17571068627176065,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
2024-02-29,0.07092892092494214,0.07144594906278587,0.39379999999999965,0,0,GLOBAL,L2,0.5444225438033757
