mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
4703050.0,730916.477786621,7330400.0,0.0,speed_optimized_block_bootstrap,7,20,swh_median_waverys,1.4679999999999997,1,5236.0,14.285714285714286,4000,12
