obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
12,54,290,10,0.18181818181818182,0.5454545454545454,0.825136612021858,0.2727272727272727,330857.14285714284,268521.73913043475,386000.0,386000.0,900666.6666666667,386000.0,7.0,23.0,2.0,7.0,23.0,2.0,985378.8819875775,0.31359999999999977
