run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost
run_g5,3853,1.75,7,2021,2,8.5,7.292,12.0,2,9,0,0.18181818181818182,1.0,0.3076923076923077,11.0,17,121,0.14637499999999998,0.7779025827035209,12.31386957130522,29.58499999999998,786012,1138688.1469977363,2735784.1199999982,762921.0584884834,1832975.3603999987,2,0,786012,0
run_g5,3853,1.75,7,2023,2,7.5,7.292,12.0,2,6,0,0.25,1.0,0.4,10.0,15,80,0.13874999999999998,0.8228922859230563,12.570252496549484,30.5,693540,1162396.388860924,2820396.0,778805.5805368191,1889665.32,2,0,693540,0
