run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost,run_name,mindur,source_file
run_g10,3290,1.65,5,2021,9,6.444444444444445,17.714,23.0,4.0,15.0,5.0,0.2105263157894736,0.4444444444444444,0.2857142857142857,9.894736842105264,58.0,188.0,0.1773055555555555,0.8062746438236789,12.9499564434895,35.68111111111111,2289840,4601378.523500688,12678212.4,3082923.6107454617,8494402.308,9.0,0.0,2289840.0,0.0,run_g10,5,yearly_summary_run_g10_mindur5.csv
run_g10,3290,1.65,5,2022,4,7.75,17.714,23.0,3.0,14.0,1.0,0.1764705882352941,0.75,0.2857142857142857,10.647058823529411,31.0,181.0,0.18425,0.7966155290990427,13.199371690200175,36.43000000000001,1223880,2084444.777316412,5753025.6000000015,1396578.000801996,3854527.1520000007,4.0,0.0,1223880.0,0.0,run_g10,5,yearly_summary_run_g10_mindur5.csv
run_g10,3290,1.65,5,2023,8,5.875,17.936,24.0,5.0,14.0,3.0,0.2631578947368421,0.625,0.3703703703703703,8.526315789473685,47.0,162.0,0.15396875,0.7868558506369372,11.165106563880553,32.25,1855560,3526387.2571360334,10185840.0,2362679.4622811424,6824512.800000002,6.0,2.0,1460760.0,394800.0,run_g10,5,yearly_summary_run_g10_mindur5.csv
run_g10,3290,1.65,5,2024,3,7.333333333333333,17.718,23.0,3.0,13.0,0.0,0.1875,1.0,0.3157894736842105,7.8125,22.0,125.0,0.15625,0.7659744048221926,12.080265477764405,34.433333333333316,868560,1430786.643186416,4078283.999999998,958627.0509348988,2732450.2799999993,3.0,0.0,868560.0,0.0,run_g10,5,yearly_summary_run_g10_mindur5.csv
run_g10,3290,1.65,7,2018,3,10.666666666666666,11.04,16.0,2.0,10.0,1.0,0.1666666666666666,0.6666666666666666,0.2666666666666666,14.333333333333334,32.0,172.0,0.1409166666666666,0.7340538814700365,15.134360943323983,39.666666666666664,1263360,1792513.710127293,4698120.0,1200984.185785286,3147740.4000000004,2.0,1.0,552720.0,710640.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2019,2,8.5,10.937,16.0,2.0,9.0,0.0,0.1818181818181818,1.0,0.3076923076923077,10.727272727272728,17.0,118.0,0.11125,0.7560872162485066,12.660518659076534,33.44,671160,999674.5533206832,2640422.4,669781.9507248576,1769083.008,0.0,2.0,0.0,671160.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2020,4,9.25,10.942,16.0,4.0,5.0,0.0,0.4444444444444444,1.0,0.6153846153846153,16.0,37.0,144.0,0.148875,0.7709546410810897,13.254695212454305,33.51750000000001,1460760,2093181.467950784,5293083.600000002,1402431.5835270253,3546366.012000002,2.0,2.0,789600.0,671160.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2021,2,10.5,10.937,16.0,2.0,11.0,0.0,0.1538461538461538,1.0,0.2666666666666667,12.0,21.0,156.0,0.163,0.7572506533820186,13.966175096945852,34.41500000000002,829080,1102769.1856548446,2717408.4000000013,738855.3543887457,1820663.628000001,2.0,0.0,829080.0,0.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2022,2,9.5,10.937,16.0,2.0,12.0,0.0,0.1428571428571428,1.0,0.25,11.785714285714286,19.0,165.0,0.1826249999999999,0.8005040345322876,15.568664129887123,38.78999999999997,750120,1229301.7196958873,3062858.399999997,823632.1521962445,2052115.1279999984,2.0,0.0,750120.0,0.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2023,2,8.0,11.018,16.0,2.0,10.0,0.0,0.1666666666666666,1.0,0.2857142857142857,10.5,16.0,126.0,0.148375,0.8117059131344846,14.325321821036106,39.0,631680,1131127.4109890112,3079440.0,757855.3653626374,2063224.8000000005,2.0,0.0,631680.0,0.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g10,3290,1.65,7,2024,2,8.0,10.941,16.0,2.0,6.0,0.0,0.25,1.0,0.4,10.625,16.0,85.0,0.139125,0.7971416561716689,13.634142109667897,34.539999999999935,631680,1076551.8609793768,2727278.399999995,721289.7468561826,1827276.527999997,1.0,1.0,276360.0,355320.0,run_g10,7,yearly_summary_run_g10_mindur7.csv
run_g1,3948,,3,2018,1,4.0,,,,,,,,,,,,0.0,,,,189504,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
run_g1,3948,,3,2020,1,3.0,,,,,,,,,,,,0.0,,,,142128,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
