run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost,run_name,mindur,source_file
run_g1,3948,,3,2021,1,3.0,,,,,,,,,,,,0.0,,,,142128,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
run_g1,3948,,3,2022,1,4.0,,,,,,,,,,,,0.0,,,,189504,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
run_g1,3948,,3,2023,1,5.0,,,,,,,,,,,,0.0,,,,236880,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
run_g1,3948,,3,2024,3,4.0,,,,,,,,,,,,0.0,,,,568512,0.0,0.0,0.0,0.0,,,,,run_g1,3,yearly_summary_run_g1_mindur3.csv
run_g2,2109,,3,2019,1,3.0,,,,,,,,,,,,0.0,,,,75924,0.0,0.0,0.0,0.0,,,,,run_g2,3,yearly_summary_run_g2_mindur3.csv
run_g2,2109,,3,2020,1,4.0,,,,,,,,,,,,0.0,,,,101232,0.0,0.0,0.0,0.0,,,,,run_g2,3,yearly_summary_run_g2_mindur3.csv
run_g2,2109,,3,2021,2,3.0,,,,,,,,,,,,0.0,,,,151848,0.0,0.0,0.0,0.0,,,,,run_g2,3,yearly_summary_run_g2_mindur3.csv
run_g2,2109,,3,2023,3,3.6666666666666665,,,,,,,,,,,,0.0,,,,278388,0.0,0.0,0.0,0.0,,,,,run_g2,3,yearly_summary_run_g2_mindur3.csv
run_g2,2109,,3,2024,3,4.666666666666667,,,,,,,,,,,,0.0,,,,354312,0.0,0.0,0.0,0.0,,,,,run_g2,3,yearly_summary_run_g2_mindur3.csv
run_g3,14424,1.15,3,2021,4,3.5,20.083,27.0,2.0,22.0,2.0,0.0833333333333333,0.5,0.1428571428571428,6.375,14.0,153.0,0.1410625,0.8548947172225722,7.446366171910542,19.307500000000005,2423232,5155506.511854608,13367586.240000002,3454189.3629425876,8956282.780800004,3.0,1.0,1903968.0,519264.0,run_g3,3,yearly_summary_run_g3_mindur3.csv
run_g3,14424,1.15,3,2023,1,4.0,20.083,27.0,1.0,18.0,0.0,0.0526315789473684,1.0,0.1,5.315789473684211,4.0,101.0,0.14,0.678125,7.998214285714286,23.0,692352,1384394.9142857145,3981024.0,927544.5925714286,2667286.08,1.0,0.0,692352.0,0.0,run_g3,3,yearly_summary_run_g3_mindur3.csv
run_g3,14424,1.15,3,2024,3,4.0,20.084,27.0,2.0,15.0,1.0,0.1176470588235294,0.6666666666666666,0.2,4.117647058823529,12.0,70.0,0.0244166666666666,0.7866226812009943,4.778427997705106,9.22333333333333,2077056,2481265.635800344,4789344.959999998,1662447.9759862304,3208861.123199999,0.0,3.0,0.0,2077056.0,run_g3,3,yearly_summary_run_g3_mindur3.csv
run_g3,14424,1.15,5,2021,1,5.0,9.07,14.0,1.0,14.0,0.0,0.0666666666666666,1.0,0.125,7.933333333333334,5.0,119.0,0.126,0.8444444444444444,9.011904761904765,21.0,865440,1559852.5714285714,3634848.0,1045101.2228571428,2435348.16,1.0,0.0,865440.0,0.0,run_g3,5,yearly_summary_run_g3_mindur5.csv
run_g3,14424,1.15,5,2024,1,6.0,9.07,14.0,0.0,7.0,1.0,0.0,0.0,0.0,5.428571428571429,6.0,38.0,0.007,0.619047619047619,5.928571428571429,8.46,1038528,1026164.5714285716,1464324.4800000002,687530.2628571431,981097.4016,0.0,1.0,0.0,1038528.0,run_g3,5,yearly_summary_run_g3_mindur5.csv
run_g4,5236,1.65,3,2018,12,4.5,16.543,23.0,7.0,14.0,5.0,0.3333333333333333,0.5833333333333334,0.4242424242424242,6.666666666666667,54.0,140.0,0.1544374999999999,0.8267962860318698,14.035943873185929,42.30099999999999,3392928,8819064.254400184,26578564.319999993,5908773.050448122,17807638.094399992,9.0,3.0,2701776.0,691152.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2019,12,4.083333333333333,16.543,23.0,4.0,12.0,8.0,0.25,0.3333333333333333,0.2857142857142857,8.625,49.0,138.0,0.1718541666666666,0.8471463927839168,13.834787634349382,42.51666666666666,3078768,10431208.519697288,32056886.399999987,6988909.708197184,21478113.887999993,10.0,2.0,2638944.0,439824.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2020,16,4.375,16.543,23.0,5.0,10.0,11.0,0.3333333333333333,0.3125,0.3225806451612903,11.2,70.0,168.0,0.122921875,0.7973645149618631,11.033486553408418,34.90142857142855,4398240,9705584.379732603,30700971.839999985,6502741.534420845,20569651.13279999,9.0,7.0,2890272.0,1507968.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2021,13,5.846153846153846,16.543,23.0,5.0,9.0,8.0,0.3571428571428571,0.3846153846153846,0.3703703703703704,12.571428571428571,76.0,176.0,0.17775,0.8278782280477329,14.317126351284474,44.96923076923075,4775232,11694457.877750777,36731587.19999998,7835286.77809302,24610163.423999988,11.0,2.0,4335408.0,439824.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2022,5,5.4,16.543,23.0,1.0,14.0,4.0,0.0666666666666666,0.2,0.1,12.2,27.0,183.0,0.14445,0.8192286906869369,16.75549154309389,49.26000000000002,1696464,4211124.1785427015,12380417.280000005,2821453.199623611,8294879.577600004,3.0,2.0,1130976.0,565488.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2023,5,3.2,16.543,23.0,1.0,16.0,4.0,0.0588235294117647,0.2,0.0909090909090909,8.588235294117647,16.0,146.0,0.1718,0.8871119429703269,13.52146569658044,42.963999999999984,1005312,4247903.6632377105,13497570.239999996,2846095.4543692665,9043372.060799995,4.0,1.0,816816.0,188496.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,3,2024,3,3.6666666666666665,16.543,23.0,2.0,13.0,1.0,0.1333333333333333,0.6666666666666666,0.2222222222222222,8.0,11.0,120.0,0.2216666666666666,0.9139470608295648,17.81282502690438,54.41333333333338,691152,3357646.2662713686,10256695.680000007,2249622.998401817,6871986.105600005,3.0,0.0,691152.0,0.0,run_g4,3,yearly_summary_run_g4_mindur3.csv
run_g4,5236,1.65,5,2018,6,5.833333333333333,10.74,15.009999999999993,4.0,7.0,2.0,0.3636363636363636,0.6666666666666666,0.4705882352941177,9.636363636363637,35.0,106.0,0.1608333333333333,0.8297655675985112,15.87247931647045,46.598,2199120,4986498.102062356,14639227.680000003,3340953.728381779,9808282.5456,4.0,2.0,1570800.0,628320.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,5,2019,3,5.333333333333333,10.74,15.009999999999993,1.0,8.0,2.0,0.1111111111111111,0.3333333333333333,0.1666666666666666,12.88888888888889,16.0,116.0,0.1945,0.8571907932496092,16.22694159596658,44.94333333333335,1005312,3058713.583073316,8471638.560000002,2049338.1006591225,5675997.835200002,3.0,0.0,1005312.0,0.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,5,2020,6,6.166666666666667,10.74,15.009999999999993,2.0,7.0,4.0,0.2222222222222222,0.3333333333333333,0.2666666666666666,16.666666666666668,37.0,150.0,0.133875,0.7669324268966792,11.856817194231638,36.759999999999955,2324784,4469925.227687773,13858225.919999983,2994849.902550808,9285011.366399989,3.0,3.0,1130976.0,1193808.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,5,2021,5,9.6,10.74,15.009999999999993,2.0,7.0,3.0,0.2222222222222222,0.4,0.2857142857142857,17.444444444444443,48.0,157.0,0.2011,0.7896092082079988,16.679285266624277,46.87199999999998,3015936,5239964.259362683,14725307.519999994,3510776.053772998,9865956.038399994,4.0,1.0,2701776.0,314160.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,5,2022,4,5.75,10.74,15.009999999999993,1.0,10.0,3.0,0.0909090909090909,0.25,0.1333333333333333,15.363636363636363,23.0,169.0,0.1715625,0.8433261875503121,17.44509895203356,49.567499999999995,1445136,4384441.829416691,12457700.64,2937576.0257091834,8346659.4288,3.0,1.0,1130976.0,314160.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,5,2024,1,5.0,10.74,15.009999999999993,0.0,11.0,1.0,0.0,0.0,0.0,9.818181818181818,5.0,108.0,0.224,0.8466517857142858,18.616071428571427,62.0,314160,1169685.0,3895584.0,783688.9500000001,2610041.28,1.0,0.0,314160.0,0.0,run_g4,5,yearly_summary_run_g4_mindur5.csv
run_g4,5236,1.65,7,2018,2,7.5,7.688,12.0,2.0,5.0,0.0,0.2857142857142857,1.0,0.4444444444444445,12.142857142857142,15.0,85.0,0.2012499999999999,0.8773728438743917,16.209868421052633,45.214999999999975,942480,2036996.905263158,5681897.759999996,1364787.926526316,3806871.4991999986,2.0,0.0,942480.0,0.0,run_g4,7,yearly_summary_run_g4_mindur7.csv
run_g4,5236,1.65,7,2020,2,8.0,7.688,12.0,0.0,8.0,2.0,0.0,0.0,0.0,18.125,16.0,145.0,0.13025,0.8028957375512987,17.86126020222472,60.60000000000002,1005312,2244517.4020523676,7615238.400000002,1503826.6593750864,5102209.728000002,1.0,1.0,502656.0,502656.0,run_g4,7,yearly_summary_run_g4_mindur7.csv
run_g4,5236,1.65,7,2021,4,10.75,7.688,12.0,2.0,6.0,2.0,0.25,0.5,0.3333333333333333,19.0,43.0,152.0,0.21425,0.8287092863101392,19.708430593139383,55.435,2701776,4953280.444112536,13932367.68,3318697.897555399,9334686.345600002,4.0,0.0,2701776.0,0.0,run_g4,7,yearly_summary_run_g4_mindur7.csv
run_g4,5236,1.65,7,2022,1,7.0,7.688,12.0,0.0,9.0,1.0,0.0,0.0,0.0,17.555555555555557,7.0,158.0,0.22375,0.8614525139664805,24.65027932960894,67.05999999999995,439824,1548826.3508379888,4213513.919999996,1037713.6550614526,2823054.326399998,1.0,0.0,439824.0,0.0,run_g4,7,yearly_summary_run_g4_mindur7.csv
run_g5,3853,1.75,3,2020,5,3.4,23.102,30.0,3.0,23.0,2.0,0.1153846153846153,0.6,0.1935483870967742,6.423076923076923,17.0,167.0,0.16275,0.8367468489921551,8.51714151609519,24.887999999999987,786012,1968992.7756908864,5753607.839999997,1319225.159712894,3854917.252799999,4.0,1.0,647304.0,138708.0,run_g5,3,yearly_summary_run_g5_mindur3.csv
run_g5,3853,1.75,3,2021,7,5.285714285714286,23.101,30.0,4.0,19.0,3.0,0.1739130434782608,0.5714285714285714,0.2666666666666666,7.478260869565218,37.0,172.0,0.18025,0.790422487395837,9.455840879662222,27.432857142857134,1710732,3060401.8123844373,8878699.079999998,2050469.214297573,5948728.3836,6.0,1.0,1572024.0,138708.0,run_g5,3,yearly_summary_run_g5_mindur3.csv
run_g5,3853,1.75,3,2022,4,3.75,23.101,30.0,1.0,20.0,3.0,0.0476190476190476,0.25,0.08,8.142857142857142,15.0,171.0,0.1709375,0.8453308962751918,9.550958219307963,25.989999999999995,693540,1766392.416911692,4806694.559999999,1183482.9193308337,3220485.355199999,3.0,1.0,554832.0,138708.0,run_g5,3,yearly_summary_run_g5_mindur3.csv
run_g5,3853,1.75,3,2023,9,4.888888888888889,23.101,30.0,7.0,12.0,3.0,0.3684210526315789,0.7,0.4827586206896551,6.526315789473684,44.0,124.0,0.1481388888888888,0.7561832921720553,8.458652306341865,23.22666666666664,2034384,3519848.232324202,9665173.439999986,2358298.315657215,6475666.204799992,7.0,2.0,1664496.0,369888.0,run_g5,3,yearly_summary_run_g5_mindur3.csv
run_g5,3853,1.75,3,2024,7,3.5714285714285716,23.102,30.0,6.0,18.0,1.0,0.25,0.8571428571428571,0.3870967741935483,5.416666666666667,25.0,130.0,0.1241428571428571,0.8133126002607662,8.355020601217166,23.25142857142857,1155900,2704119.1276251385,7525371.359999999,1811759.815508843,5041998.8112,4.0,3.0,739776.0,416124.0,run_g5,3,yearly_summary_run_g5_mindur3.csv
run_g5,3853,1.75,5,2021,3,7.333333333333333,12.4,17.00999999999999,2.0,13.0,1.0,0.1333333333333333,0.6666666666666666,0.2222222222222222,9.533333333333331,22.0,143.0,0.1889166666666667,0.7814327237394908,11.335208010064528,28.58,1017192,1572284.0326600308,3964274.6400000006,1053430.301882221,2656064.0088000004,3.0,0.0,1017192.0,0.0,run_g5,5,yearly_summary_run_g5_mindur5.csv
run_g5,3853,1.75,5,2022,1,5.0,12.4,17.00999999999999,0.0,16.0,1.0,0.0,0.0,0.0,9.6875,5.0,155.0,0.11575,0.8064794816414687,9.345572354211663,21.0,231180,432101.8833693304,970956.0,289508.2618574514,650540.52,0.0,1.0,0.0,231180.0,run_g5,5,yearly_summary_run_g5_mindur5.csv
run_g5,3853,1.75,5,2023,5,6.0,12.4,17.00999999999999,4.0,7.0,1.0,0.3636363636363636,0.8,0.5000000000000001,8.727272727272727,30.0,96.0,0.12495,0.7124235636599878,9.885247036353372,25.781999999999993,1387080,2285271.409864173,5960282.759999998,1531131.8446089958,3993389.449199999,4.0,1.0,1155900.0,231180.0,run_g5,5,yearly_summary_run_g5_mindur5.csv
