date,swh_max_swan,event_dummy_5,event_count_5,event_id,event_duration,is_event_start,prediction,prediction_rolling_sum,prediction_event,predicted_event_id,predicted_event_duration,predicted_coverage,is_prediction_start,TP,FP,TN,FN
2021-07-25,2.125,1,0,22,7,0,1,3.0,1,34,8,1.0,0,1,0,0,0
2021-07-26,2.3325,1,0,22,7,0,1,4.0,1,34,8,1.0,0,1,0,0,0
2021-07-27,2.3875,1,0,22,7,0,1,5.0,1,34,8,1.0,0,1,0,0,0
2021-07-28,2.425,1,0,22,7,0,1,5.0,1,34,8,1.0,0,1,0,0,0
2021-07-29,2.3425,1,0,22,7,0,1,5.0,1,34,8,1.0,0,1,0,0,0
2021-07-30,2.0,0,0,0,0,1,1,5.0,1,34,8,1.0,0,0,1,0,0
2021-07-31,1.8475001,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-08-01,1.9525,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2021-08-02,1.9325,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2021-08-03,1.8425,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-08-04,1.4375,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-08-05,1.685,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-08-06,1.6975,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-08-07,1.455,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-08-08,1.645,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-08-09,2.41,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2021-08-10,2.4075,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-08-11,2.3075,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2021-08-12,1.7975,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-08-13,1.6125001,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-08-14,1.6450001,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-08-15,1.5275002,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-08-16,1.7450001,1,1,23,5,1,0,0.0,0,0,0,0.0,0,0,0,0,1
2021-08-17,1.7325001,1,0,23,5,0,0,0.0,0,0,0,0.0,0,0,0,0,1
2021-08-18,2.1800003,1,0,23,5,0,1,1.0,0,0,0,0.0,0,1,0,0,0
2021-08-19,2.335,1,0,23,5,0,1,2.0,0,0,0,0.0,0,1,0,0,0
2021-08-20,2.3274999,1,0,23,5,0,1,3.0,1,35,11,0.2,1,1,0,0,0
2021-08-21,2.0525,0,0,0,0,1,1,4.0,1,35,11,0.2,0,0,1,0,0
2021-08-22,2.2224998,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-23,1.9125,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-24,1.9925001,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-25,2.1175,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-26,2.72,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-27,2.5525,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-28,2.2475,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-29,2.3574998,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-30,1.905,0,0,0,0,0,1,5.0,1,35,11,0.2,0,0,1,0,0
2021-08-31,1.6,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-09-01,1.79,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-09-02,1.73,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-09-03,2.01,1,1,24,7,1,1,2.0,0,0,0,0.0,0,1,0,0,0
2021-09-04,2.5900002,1,0,24,7,0,1,2.0,0,0,0,0.0,0,1,0,0,0
2021-09-05,2.3275,1,0,24,7,0,1,3.0,1,36,14,1.0,1,1,0,0,0
2021-09-06,2.46,1,0,24,7,0,1,4.0,1,36,14,1.0,0,1,0,0,0
2021-09-07,2.5425,1,0,24,7,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-08,2.86,1,0,24,7,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-09,2.6425,1,0,24,7,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-10,2.3025,0,0,0,0,1,1,5.0,1,36,14,1.0,0,0,1,0,0
2021-09-11,2.2425,1,1,25,6,1,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-12,3.115,1,0,25,6,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-13,3.355,1,0,25,6,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-14,3.255,1,0,25,6,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-15,3.1274998,1,0,25,6,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-16,2.9050002,1,0,25,6,0,1,5.0,1,36,14,1.0,0,1,0,0,0
2021-09-17,2.415,0,0,0,0,1,1,5.0,1,36,14,1.0,0,0,1,0,0
2021-09-18,1.94,0,0,0,0,0,1,5.0,1,36,14,1.0,0,0,1,0,0
2021-09-19,1.73,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-09-20,1.7325,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-09-21,1.8774999,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-09-22,1.9300001,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-09-23,1.84,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-09-24,2.0149999,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-09-25,2.52,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2021-09-26,2.3249998,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2021-09-27,1.995,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2021-09-28,1.91,0,0,0,0,0,1,5.0,1,0,0,0.0,0,0,1,0,0
2021-09-29,1.6600001,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0,0,1,0
2021-09-30,1.615,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-10-01,1.6700001,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-10-02,2.585,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-10-03,2.5625,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-10-04,2.78,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2021-10-05,2.9225001,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2021-10-06,2.3474998,0,0,0,0,0,1,5.0,1,0,0,0.0,0,0,1,0,0
2021-10-07,2.03,0,0,0,0,0,1,5.0,1,0,0,0.0,0,0,1,0,0
2021-10-08,1.76,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0,0,1,0
2021-10-09,1.9950001,0,0,0,0,0,1,4.0,1,37,12,0.0,1,0,1,0,0
2021-10-10,2.255,0,0,0,0,0,1,4.0,1,37,12,0.0,0,0,1,0,0
2021-10-11,2.3675,0,0,0,0,0,1,4.0,1,37,12,0.0,0,0,1,0,0
2021-10-12,2.3675,0,0,0,0,0,1,4.0,1,37,12,0.0,0,0,1,0,0
2021-10-13,2.285,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-14,2.355,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-15,2.28,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-16,2.4875002,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-17,2.4225,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-18,2.205,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-19,2.0449998,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-20,2.005,0,0,0,0,0,1,5.0,1,37,12,0.0,0,0,1,0,0
2021-10-21,1.7875,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-10-22,1.31,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-10-23,2.7900002,0,0,0,0,0,1,3.0,1,38,7,0.0,1,0,1,0,0
2021-10-24,2.81,0,0,0,0,0,1,3.0,1,38,7,0.0,0,0,1,0,0
2021-10-25,2.6325,0,0,0,0,0,1,3.0,1,38,7,0.0,0,0,1,0,0
2021-10-26,2.2124999,0,0,0,0,0,1,4.0,1,38,7,0.0,0,0,1,0,0
2021-10-27,2.1075,0,0,0,0,0,1,5.0,1,38,7,0.0,0,0,1,0,0
2021-10-28,2.225,0,0,0,0,0,1,5.0,1,38,7,0.0,0,0,1,0,0
2021-10-29,2.2225,0,0,0,0,0,1,5.0,1,38,7,0.0,0,0,1,0,0
2021-10-30,1.885,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-10-31,1.7375,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-11-01,2.2025,0,0,0,0,0,1,3.0,1,39,8,0.0,1,0,1,0,0
2021-11-02,2.1950002,0,0,0,0,0,1,3.0,1,39,8,0.0,0,0,1,0,0
2021-11-03,1.9125,0,0,0,0,0,1,3.0,1,39,8,0.0,0,0,1,0,0
2021-11-04,1.9575,0,0,0,0,0,1,4.0,1,39,8,0.0,0,0,1,0,0
2021-11-05,1.985,0,0,0,0,0,1,5.0,1,39,8,0.0,0,0,1,0,0
2021-11-06,2.5325,0,0,0,0,0,1,5.0,1,39,8,0.0,0,0,1,0,0
2021-11-07,2.52,0,0,0,0,0,1,5.0,1,39,8,0.0,0,0,1,0,0
2021-11-08,2.0275,0,0,0,0,0,1,5.0,1,39,8,0.0,0,0,1,0,0
2021-11-09,1.7875,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-11-10,1.585,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-11-11,1.4475,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-11-12,1.6324999,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-11-13,2.1174998,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2021-11-14,2.1000001,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-11-15,2.4425,0,0,0,0,0,1,3.0,1,40,5,0.0,1,0,1,0,0
2021-11-16,2.3,0,0,0,0,0,1,4.0,1,40,5,0.0,0,0,1,0,0
2021-11-17,1.9675,0,0,0,0,0,1,5.0,1,40,5,0.0,0,0,1,0,0
2021-11-18,2.12,0,0,0,0,0,1,5.0,1,40,5,0.0,0,0,1,0,0
2021-11-19,2.1374998,0,0,0,0,0,1,5.0,1,40,5,0.0,0,0,1,0,0
2021-11-20,1.575,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2021-11-21,1.6675,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2021-11-22,1.33,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-11-23,1.3075,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-11-24,1.7725,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-25,1.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-26,1.4675001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-27,1.1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-28,1.345,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-29,1.805,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-11-30,1.7975001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-01,1.73,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-02,1.4825001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-03,1.7425001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-04,1.8100001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-05,1.8699999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-06,1.83,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-07,1.79,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-08,1.8925,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-09,1.8774999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-10,1.5699999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-11,1.255,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-12,1.3825,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-13,1.6325,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-14,1.9625,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2021-12-15,1.9950001,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2021-12-16,1.7,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-12-17,1.8824999,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-12-18,1.4575,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2021-12-19,1.2674999,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2021-12-20,1.2225001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-21,1.2175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-22,1.19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-23,1.2925,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-24,1.275,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-25,1.23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-26,1.0875,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-27,1.0825001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-28,1.275,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-29,1.34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2021-12-30,2.0149999,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2021-12-31,1.705,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-01-01,1.5074999,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-01-02,1.4025,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-01-03,1.5450001,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-01-04,1.88,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-05,2.2150002,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-01-06,1.9025,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-01-07,1.98,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-01-08,1.8074999,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-01-09,1.3575001,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-01-10,1.0574999,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-01-11,1.0474999,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-01-12,1.735,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-13,1.8124999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-14,1.64,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-15,1.5274999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-16,1.5250001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-17,1.3750001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-18,1.3874999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-19,1.6600001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-20,1.8575001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-21,1.885,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-22,1.4825001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-23,1.365,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-24,1.245,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-25,1.2625,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-26,1.7249999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-27,1.79,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-28,1.49,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-29,1.3175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-30,1.4174999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-01-31,1.3325,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-01,1.2575,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-02,1.4875,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-03,1.5025,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-04,1.7275001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-05,1.6925,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-06,1.5825,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-07,1.7625,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-08,1.5649999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-09,1.6125,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-10,1.7175001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-11,2.04,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-02-12,1.995,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-02-13,1.7175,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-02-14,1.7275,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-02-15,1.645,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-02-16,1.5350001,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-02-17,1.53,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-18,1.415,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-19,1.33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-20,1.5375,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-21,1.75,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-22,1.8225,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-23,1.5474999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-24,1.325,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-25,1.2974999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-26,1.22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-27,1.2575,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-02-28,1.365,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-03-01,1.7225001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-03-02,2.0175,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-03-03,2.4524999,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-03-04,2.285,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-05,1.8050001,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-03-06,1.8575001,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-03-07,2.3075,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-08,2.2350001,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-09,1.74,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-03-10,1.6375,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-03-11,2.2849998,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-12,2.3024998,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-13,2.1750002,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-03-14,1.8924999,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-03-15,1.535,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-03-16,1.65,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-03-17,1.7149999,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-03-18,2.0825,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-03-19,1.2525,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-03-20,1.55,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-03-21,1.5275002,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-03-22,1.49,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-03-23,1.9475,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-03-24,2.0774999,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-03-25,2.3024998,0,0,0,0,0,1,3.0,1,41,9,0.0,1,0,1,0,0
2022-03-26,2.65,0,0,0,0,0,1,4.0,1,41,9,0.0,0,0,1,0,0
2022-03-27,2.4750001,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-03-28,1.9825001,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-03-29,2.1399999,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-03-30,2.0325,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-03-31,2.4025,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-04-01,2.755,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-04-02,2.2975,0,0,0,0,0,1,5.0,1,41,9,0.0,0,0,1,0,0
2022-04-03,1.8275,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2022-04-04,2.0375,0,0,0,0,0,1,4.0,1,42,5,0.0,1,0,1,0,0
2022-04-05,2.2525,0,0,0,0,0,1,4.0,1,42,5,0.0,0,0,1,0,0
2022-04-06,2.51,0,0,0,0,0,1,4.0,1,42,5,0.0,0,0,1,0,0
2022-04-07,2.595,0,0,0,0,0,1,4.0,1,42,5,0.0,0,0,1,0,0
2022-04-08,2.3075,0,0,0,0,0,1,5.0,1,42,5,0.0,0,0,1,0,0
2022-04-09,1.7575,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2022-04-10,1.635,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-04-11,1.915,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-04-12,2.3125,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-04-13,2.455,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-04-14,1.9,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-04-15,1.8,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-04-16,1.7750001,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-04-17,1.73,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,1,0
2022-04-18,1.885,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-04-19,1.7974999,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-04-20,1.66,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0
2022-04-21,2.0425,0,0,0,0,0,1,1.0,0,0,0,0.0,0,0,1,0,0
2022-04-22,2.6049998,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-04-23,2.445,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-04-24,2.02,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2022-04-25,1.865,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0,0,1,0
2022-04-26,2.1425,0,0,0,0,0,1,4.0,1,43,6,0.0,1,0,1,0,0
2022-04-27,2.77,0,0,0,0,0,1,4.0,1,43,6,0.0,0,0,1,0,0
2022-04-28,2.5675,0,0,0,0,0,1,4.0,1,43,6,0.0,0,0,1,0,0
2022-04-29,2.3125,0,0,0,0,0,1,4.0,1,43,6,0.0,0,0,1,0,0
2022-04-30,2.365,0,0,0,0,0,1,5.0,1,43,6,0.0,0,0,1,0,0
2022-05-01,2.1225,0,0,0,0,0,1,5.0,1,43,6,0.0,0,0,1,0,0
2022-05-02,1.7725,0,0,0,0,0,0,4.0,0,0,0,0.0,1,0,0,1,0
2022-05-03,1.88,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,1,0
2022-05-04,1.88,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,1,0
2022-05-05,1.9025,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-05-06,2.1575,0,0,0,0,0,1,2.0,0,0,0,0.0,0,0,1,0,0
2022-05-07,2.0625,0,0,0,0,0,1,3.0,1,0,0,0.0,0,0,1,0,0
2022-05-08,2.0975,0,0,0,0,0,1,4.0,1,0,0,0.0,0,0,1,0,0
2022-05-09,1.8325,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0,0,1,0
