run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost
run_g3,14424,1.15,5,2021,1,5.0,9.07,14.0,1,14,0,0.06666666666666667,1.0,0.125,7.933333333333334,5,119,0.126,0.8444444444444444,9.011904761904763,21.0,865440,1559852.5714285714,3634848.0,1045101.2228571429,2435348.16,1,0,865440,0
run_g3,14424,1.15,5,2024,1,6.0,9.07,14.0,0,7,1,0.0,0.0,0.0,5.428571428571429,6,38,0.007,0.619047619047619,5.928571428571429,8.46,1038528,1026164.5714285715,1464324.4800000002,687530.2628571431,981097.4016000001,0,1,0,1038528
