run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost
run_g6,2827,1.5,5,2018,2,7.0,15.612,21.0,0,16,2,0.0,0.0,0.0,8.1875,14,131,0.017375,0.6233133433283359,6.187593703148426,12.170000000000002,474936,419815.85757121444,825710.1600000001,281276.6245727137,553225.8072000002,0,2,0,474936
run_g6,2827,1.5,5,2019,1,5.0,15.612,21.0,0,15,1,0.0,0.0,0.0,8.8,5,132,0.2215,0.871783295711061,13.838600451467268,36.0,169620,469460.6817155756,1221264.0,314538.65674943564,818246.88,1,0,169620,0
run_g6,2827,1.5,5,2020,1,13.0,15.615,21.0,1,12,0,0.07692307692307693,1.0,0.14285714285714288,12.538461538461538,13,163,0.06475,0.594000594000594,8.938223938223938,19.419999999999987,441012,303220.3088803089,658804.0799999996,203157.60694980697,441398.73359999974,0,1,0,441012
run_g6,2827,1.5,5,2021,1,8.0,15.618,21.0,1,14,0,0.06666666666666667,1.0,0.125,12.066666666666666,8,181,0.011,0.5965909090909091,5.5227272727272725,8.57,271392,187353.0,290728.68,125526.51000000001,194788.21560000003,0,1,0,271392
run_g6,2827,1.5,5,2022,2,24.0,15.617,21.0,3,11,0,0.21428571428571427,1.0,0.35294117647058826,13.714285714285714,48,192,0.13125,0.5617030382655382,16.1929077515015,38.5,1628352,1098656.4051238738,2612148.0,736099.7914329956,1750139.1600000001,1,1,508860,1119492
run_g6,2827,1.5,5,2023,2,9.5,15.62,21.0,2,15,0,0.11764705882352941,1.0,0.21052631578947367,9.352941176470589,19,159,0.116375,0.6407112476024539,11.649969252844112,26.785,644556,790427.1138669673,1817308.68,529586.1662908681,1217596.8156,1,1,169620,474936
run_g6,2827,1.5,5,2024,3,5.666666666666667,15.614,21.0,2,16,1,0.1111111111111111,0.6666666666666666,0.1904761904761905,8.38888888888889,17,151,0.13641666666666666,0.8783917713792059,10.583076613882948,28.410000000000007,576708,1077060.8731480953,2891342.5200000005,721630.7850092239,1937199.4884000006,2,1,407088,169620
