run,N_FISHERMEN,WAVE_THRESHOLD,min_duration,Year,Events,Avg_Obs_Duration,Avg_Predicted_Events,P99_Predicted_Events,TP_Events,FP_Events,FN_Events,Precision,Recall,F1_Score,Avg_Pred_Duration_Actual,Total_Obs_Days,Total_Pred_Days,Avg_Rate,Avg_Coverage,Avg_Duration,P99_Duration,Obs_Cost,Avg_Full_Cost,P99_Full_Cost,Avg_Capped_Cost,P99_Capped_Cost,Reliable_Events,Unreliable_Events,Reliable_Cost,Unreliable_Cost
run_g9,3290,1.65,7,2018,3,8.0,10.17,15.0,1,10,2,0.09090909090909091,0.3333333333333333,0.14285714285714288,13.727272727272727,24,151,0.169,0.7881144376871204,14.820779825670371,40.30666666666669,947520,1755373.1625523986,4773921.600000003,1176100.0189101072,3198527.472000002,3,0,947520,0
run_g9,3290,1.65,7,2019,2,12.5,10.161,15.0,2,8,0,0.2,1.0,0.33333333333333337,10.9,25,109,0.1365,0.6763840843745272,13.595782941182499,38.550000000000125,987000,1073523.02103577,3043908.00000001,719260.4240939659,2039418.3600000069,1,1,671160,315840
run_g9,3290,1.65,7,2020,2,14.5,10.161,15.0,2,9,0,0.18181818181818182,1.0,0.3076923076923077,14.0,29,154,0.12112500000000001,0.6654609694476805,13.406178539068904,32.16499999999999,1144920,1058551.8574448805,2539748.3999999994,709229.7444880701,1701631.4279999996,1,1,710640,434280
run_g9,3290,1.65,7,2021,2,11.0,10.161,15.0,2,10,0,0.16666666666666666,1.0,0.2857142857142857,12.833333333333334,22,154,0.165125,0.7296140161787543,13.792405488723546,39.35500000000002,868560,1089048.3373896112,3107470.8000000017,729662.3860510397,2082005.4360000012,2,0,868560,0
run_g9,3290,1.65,7,2022,1,7.0,10.161,15.0,0,13,1,0.0,0.0,0.0,12.153846153846153,7,158,0.12725,0.8043783328655627,12.905697445972494,32.920000000000016,276360,509516.9351669941,1299681.6000000006,341376.3465618861,870786.6720000006,0,1,0,276360
