date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.018129434425112934,0.015637065479943018,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-02,0.34426511128022125,0.4063869304966146,0.08899999999999994,1,1,GLOBAL,L1,0.4245154845154845
2024-01-03,0.6097013189462651,0.6772044288745409,0.08899999999999994,1,1,GLOBAL,L1,0.4245154845154845
2024-01-04,0.7448646135293984,0.7933649929028245,0.08899999999999994,1,1,GLOBAL,L1,0.4245154845154845
2024-01-05,0.21391353779394187,0.25355197588584805,0.08899999999999994,1,0,GLOBAL,L1,0.4245154845154845
2024-01-06,0.07445977755793273,0.07672076413096028,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-07,0.028738870293671708,0.026350082944426433,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-08,0.006935288380804588,0.006064430941593038,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-09,0.004155299841792139,0.003448915946604772,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-10,0.023553144055845906,0.02060763756087813,0.08899999999999994,0,1,GLOBAL,L1,0.4245154845154845
2024-01-11,0.07908520064442087,0.08053808561861776,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-12,0.02533585135480129,0.02201805052256269,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-13,0.010241421065725885,0.008139139743742977,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-14,0.007558852117587154,0.005888523928378661,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-15,0.0036182032476286463,0.0027975189631141285,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-16,0.0010984924605149282,0.0008289905849038085,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-17,0.0004955366846879697,0.00037623091207384095,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-18,0.00027911085214026775,0.0002295149511000045,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-19,0.000497944242445364,0.0004028065949132906,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-20,0.0009380391290344737,0.0007455684721545787,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-21,0.0005463314972712672,0.0004507678839413794,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-22,0.0010176127215874237,0.0008128618091927791,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-23,0.00046113225094322107,0.00037561593705616995,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-24,0.0004124865343773514,0.00033366959381708907,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-25,0.00044289149078241227,0.0003665822684705404,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-26,0.0005085444199345139,0.00042900860646648335,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-27,0.0006207369497477939,0.0005099718274639203,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-28,0.0006828277103894295,0.0005619557365721551,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-29,0.0012172377078425575,0.000977919040622902,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-30,0.0008545111212362625,0.0006996169026717358,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-01-31,0.0009554142478082638,0.0007738632030661639,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-01,0.015202630114603691,0.012848803246984659,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-02,0.012284777907120566,0.010325792683350807,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-03,0.004904180515613886,0.004130828755483508,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-04,0.0010986971288341892,0.0009147314778124266,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-05,0.0011919940536653604,0.0009363560657624538,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-06,0.005275662900287836,0.0042029965284551265,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-07,0.014144685029139079,0.012015288994706051,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-08,0.011919124857266065,0.009955897743911077,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-09,0.039503152423093726,0.036648459754327185,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-10,0.0559704322530725,0.054277610623671986,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-11,0.024095305946593235,0.021773656520519297,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-12,0.02221282163488314,0.01961982827892306,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-13,0.014070755040065889,0.01166081364294322,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-14,0.006130727460301262,0.004817001940602624,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-15,0.002959518312959723,0.002271438342882794,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-16,0.0026613438094358365,0.0020740482553172393,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-17,0.004386443055213046,0.003437985572461519,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-18,0.0048126589105706085,0.0038220834652073327,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-19,0.003362097692486907,0.002609354814406091,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-20,0.0023661306602949404,0.0017990037791850591,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-21,0.0017054955062342314,0.0013396241915087197,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-22,0.027363660424375782,0.025084463502190135,0.08899999999999994,0,1,GLOBAL,L1,0.4245154845154845
2024-02-23,0.07222274576978374,0.07469027285837163,0.08899999999999994,0,1,GLOBAL,L1,0.4245154845154845
2024-02-24,0.07557271557407075,0.07989124455603418,0.08899999999999994,0,1,GLOBAL,L1,0.4245154845154845
2024-02-25,0.19205518507024713,0.22036329561806098,0.08899999999999994,1,0,GLOBAL,L1,0.4245154845154845
2024-02-26,0.14555449482933322,0.1615713802520626,0.08899999999999994,1,0,GLOBAL,L1,0.4245154845154845
2024-02-27,0.07614801473546552,0.07734459765921632,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-28,0.009352752110012975,0.0076479360813077055,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-02-29,0.0010930826051301983,0.0008784641919159941,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-01,0.0021479032050839204,0.0017097849383602988,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-02,0.0024695808396228438,0.002049808487166347,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-03,0.0031641037945740426,0.002643455069605285,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-04,0.0021024211674842844,0.0016993681406763615,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-05,0.0013460412071197047,0.0010648543722138728,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-06,0.0007034963509118489,0.0005320458958117806,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-07,0.000730077419771833,0.0005551918041649899,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-08,0.003048040045335828,0.0023909895329540624,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-09,0.00639178985233527,0.00511975780370924,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-10,0.003051442388763594,0.002432829953635423,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-11,0.0030153450882083924,0.002394008705467127,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-12,0.002545378873075841,0.0019850692850964867,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-13,0.0021621406484483613,0.001669746224110525,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-14,0.001077112528298749,0.0008151748692520614,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
2024-03-15,0.0013437867452406203,0.0010482319257645223,0.08899999999999994,0,0,GLOBAL,L1,0.4245154845154845
