mean_loss,std_loss,max_loss,min_loss,median_loss,p99_loss,zero_prob,mean_events,std_events,max_events,median_events,p99_events,mean_event_days,std_event_days,p99_event_days,method,n_simulations,min_days,n_fishermen,daily_wage,mean_daily_probability,std_daily_probability,max_daily_probability,min_daily_probability,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,optimal_threshold,obs_mean_yearly_loss,obs_std_yearly_loss,obs_max_yearly_loss
370538.7525,34392.28902266821,498960.0,243810.0,368550.0,453600.0,0.0,44.85825,4.330664722360759,61.0,45.0,55.0,65.35075,6.065659439624022,80.0,independent_daily_probability_draws,4000,1,135.0,42.0,0.17852567824859264,0.20777123611654272,0.9702815155467648,0.0026370395221083,2,64,287,13,0.030303030303030304,0.13333333333333333,0.7896174863387978,0.04938271604938271,1.0,29.0,4.0,1.0,29.0,4.0,11340.0,12513.103448275862,18427.5,11340.0,39690.0,34020.0,0.31359999999999977,85050.0,0.0,85050.0
